Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(5),Firefox 69.0,,,2019-12-05 01:52:36,2019-12-05 01:52:41,5.005s,PASSED
"click(findTestObject(""Object Repository/Endorse skills/Page_View Profile/span_Endorse Skills""))",Firefox 69.0,,,2019-12-05 01:52:41,2019-12-05 01:52:44,2.911s,PASSED
delay(5),Firefox 69.0,,,2019-12-05 01:52:44,2019-12-05 01:52:44,0.006s,NOT_RUN
"waitForElementClickable(findTestObject(""Endorse skills/click on endorse skill""), 5)",Firefox 69.0,,,2019-12-05 01:52:44,2019-12-05 01:52:44,0.005s,NOT_RUN
"click(findTestObject(""Endorse skills/click on endorse skill""))",Firefox 69.0,,,2019-12-05 01:52:44,2019-12-05 01:52:44,0.006s,NOT_RUN
delay(5),Firefox 69.0,,,2019-12-05 01:52:44,2019-12-05 01:52:49,5.009s,PASSED
"click(findTestObject(""Endorse skills/Page_View Profile/button_Endorse""))",Firefox 69.0,,,2019-12-05 01:52:49,2019-12-05 01:52:50,0.551s,PASSED
"waitForElementClickable(findTestObject(""Endorse skills/Page_View Profile/a_OK""), 5)",Firefox 69.0,,,2019-12-05 01:52:50,2019-12-05 01:52:51,1.007s,PASSED
delay(5),Firefox 69.0,,,2019-12-05 01:52:51,2019-12-05 01:52:56,5.004s,PASSED
"click(findTestObject(""Object Repository/Endorse skills/Page_View Profile/a_OK""))",Firefox 69.0,,,2019-12-05 01:52:56,2019-12-05 01:52:56,0.556s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-05 01:52:56,2019-12-05 01:52:58,1.787s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 01:52:58,2019-12-05 01:52:58,0.027s,PASSED
Video,Firefox 69.0,,,2019-12-05 01:53:01,2019-12-05 01:53:01,0.001s,PASSED
,,,,,,,
Test Cases/Flag reviews,Firefox 69.0,,,2019-12-05 01:53:01,2019-12-05 01:53:43,42.405s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 01:53:01,2019-12-05 01:53:01,0.001s,PASSED
openBrowser(ProdAppUrl),Firefox 69.0,,,2019-12-05 01:53:01,2019-12-05 01:53:06,5.291s,PASSED
"navigateToUrl(""https://www.thework.life/"")",Firefox 69.0,,,2019-12-05 01:53:06,2019-12-05 01:53:12,5.198s,PASSED
"setText(findTestObject(""Object Repository/flag review/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-12-05 01:53:12,2019-12-05 01:53:12,0.531s,PASSED
"setEncryptedText(findTestObject(""Object Repository/flag review/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-05 01:53:12,2019-12-05 01:53:13,0.396s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 01:53:13,2019-12-05 01:53:19,6.763s,PASSED
"click(findTestObject(""flag review/Click profile""))",Firefox 69.0,,,2019-12-05 01:53:19,2019-12-05 01:53:20,0.651s,PASSED
"click(findTestObject(""flag review/click myprofile""))",Firefox 69.0,,,2019-12-05 01:53:20,2019-12-05 01:53:24,3.737s,PASSED
"waitForElementClickable(findTestObject(""flag review/Page_View Profile/click btn-btn report""), 7)",Firefox 69.0,,,2019-12-05 01:53:24,2019-12-05 01:53:24,0.564s,PASSED
"click(findTestObject(""flag review/Page_View Profile/click btn-btn report""))",Firefox 69.0,,,2019-12-05 01:53:24,2019-12-05 01:53:25,0.569s,PASSED
"waitForElementPresent(findTestObject(""flag review/Page_theworklife - Find Great People To Work With/Report New window""), 3)",Firefox 69.0,,,2019-12-05 01:53:25,2019-12-05 01:53:26,1.363s,PASSED
"waitForElementClickable(findTestObject(""flag review/Page_View Profile/label_Accusatory""), 3)",Firefox 69.0,,,2019-12-05 01:53:26,2019-12-05 01:53:27,0.333s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 01:53:27,2019-12-05 01:53:30,3.003s,PASSED
"click(findTestObject(""Object Repository/flag review/Page_View Profile/label_Accusatory""))",Firefox 69.0,,,2019-12-05 01:53:30,2019-12-05 01:53:30,0.528s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 01:53:30,2019-12-05 01:53:33,3.003s,PASSED
"setText(findTestObject(""Object Repository/flag review/Page_View Profile/textarea_Detail your complaint_txtDetailReport""), ""i dont like it , i am testing flag reviews"")",Firefox 69.0,,,2019-12-05 01:53:33,2019-12-05 01:53:34,0.807s,PASSED
"click(findTestObject(""Object Repository/flag review/Page_View Profile/button_Submit""))",Firefox 69.0,,,2019-12-05 01:53:34,2019-12-05 01:53:35,0.720s,PASSED
"waitForElementClickable(findTestObject(""flag review/Page_View Profile/a_OK""), 3)",Firefox 69.0,,,2019-12-05 01:53:35,2019-12-05 01:53:36,1.082s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 01:53:36,2019-12-05 01:53:39,3.005s,PASSED
"click(findTestObject(""Object Repository/flag review/Page_View Profile/a_OK""))",Firefox 69.0,,,2019-12-05 01:53:39,2019-12-05 01:53:39,0.507s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-05 01:53:39,2019-12-05 01:53:41,1.574s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 01:53:41,2019-12-05 01:53:41,0.009s,PASSED
Video,Firefox 69.0,,,2019-12-05 01:53:43,2019-12-05 01:53:43,0.001s,PASSED
,,,,,,,
Test Cases/Post something,Firefox 69.0,,,2019-12-05 01:53:43,2019-12-05 01:54:08,24.878s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 01:53:43,2019-12-05 01:53:43,0.000s,PASSED
openBrowser(ProdAppUrl),Firefox 69.0,,,2019-12-05 01:53:43,2019-12-05 01:53:47,4.215s,PASSED
"navigateToUrl(""https://www.thework.life/"")",Firefox 69.0,,,2019-12-05 01:53:47,2019-12-05 01:53:53,5.074s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""vijayvstest01@gmail.com"")",Firefox 69.0,,,2019-12-05 01:53:53,2019-12-05 01:53:53,0.581s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Firefox 69.0,,,2019-12-05 01:53:53,2019-12-05 01:53:54,0.408s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 01:53:54,2019-12-05 01:53:59,5.750s,PASSED
"setText(findTestObject(""Object Repository/Post case/Page_Home/textarea_suraj kumar_txtUserPost""), ""Hello my name is uraj"")",Firefox 69.0,,,2019-12-05 01:53:59,2019-12-05 01:54:02,3.166s,PASSED
"click(findTestObject(""Object Repository/Post case/Page_Home/button_post""))",Firefox 69.0,,,2019-12-05 01:54:02,2019-12-05 01:54:03,0.925s,PASSED
"verifyElementVisible(findTestObject(""Post case/Page_Home/p_Hello my name is uraj""), STOP_ON_FAILURE)",Firefox 69.0,,,2019-12-05 01:54:03,2019-12-05 01:54:04,0.681s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-05 01:54:04,2019-12-05 01:54:06,1.612s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 01:54:06,2019-12-05 01:54:06,0.008s,PASSED
Video,Firefox 69.0,,,2019-12-05 01:54:08,2019-12-05 01:54:08,0.001s,PASSED
,,,,,,,
Test Cases/Rate users,Firefox 69.0,,,2019-12-05 01:54:08,2019-12-05 02:00:07,5m - 59.289s,FAILED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 01:54:08,2019-12-05 01:54:08,0.000s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-12-05 01:54:08,2019-12-05 01:54:13,4.704s,PASSED
"navigateToUrl(""https://www.thework.life"")",Firefox 69.0,,,2019-12-05 01:54:13,2019-12-05 01:54:18,5.205s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-05 01:54:18,2019-12-05 01:54:19,0.553s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""x8UobeF0bbxd7GrPsdhkIlsTrhBxwBw1"")",Firefox 69.0,,,2019-12-05 01:54:19,2019-12-05 01:54:19,0.427s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 01:54:19,2019-12-05 01:54:22,2.713s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/input_Password does not match_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-05 01:54:22,2019-12-05 01:54:22,0.432s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 01:54:22,2019-12-05 01:54:29,6.737s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), "" vijay test"")",Firefox 69.0,,,2019-12-05 01:54:29,2019-12-05 01:54:30,0.652s,PASSED
"click(findTestObject(""Search user/Search user button""))",Firefox 69.0,,,2019-12-05 01:54:30,2019-12-05 01:54:41,11.389s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_Search/div_Vijay Test""))",Firefox 69.0,,,2019-12-05 01:54:41,2019-12-05 01:54:42,0.949s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/button_Rate Now""))",Firefox 69.0,,,2019-12-05 01:54:42,2019-12-05 01:54:53,11.284s,PASSED
"waitForElementClickable(findTestObject(""Rate/Page_View Profile/span_Desire to work with again_star3""), 3)",Firefox 69.0,,,2019-12-05 01:54:53,2019-12-05 01:54:55,1.673s,PASSED
sleep(10000),Firefox 69.0,,,2019-12-05 01:54:55,2019-12-05 01:54:55,0.003s,NOT_RUN
delay(5),Firefox 69.0,,,2019-12-05 01:54:55,2019-12-05 01:55:00,5.005s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Desire to work with again_star3""))",Firefox 69.0,,,2019-12-05 01:55:00,2019-12-05 01:55:31,30.846s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Encourages work life balance_star3""))",Firefox 69.0,,,2019-12-05 01:55:31,2019-12-05 01:56:02,30.780s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Dependability_star3""))",Firefox 69.0,,,2019-12-05 01:56:02,2019-12-05 01:56:32,30.771s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Solution Seeker_star3""))",Firefox 69.0,,,2019-12-05 01:56:32,2019-12-05 01:57:03,30.834s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Willingness to Learn_star3""))",Firefox 69.0,,,2019-12-05 01:57:03,2019-12-05 01:57:46,42.880s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Enthusiasm_star3""))",Firefox 69.0,,,2019-12-05 01:57:46,2019-12-05 01:58:17,31.237s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Clarity in Communication_star3""))",Firefox 69.0,,,2019-12-05 01:58:17,2019-12-05 01:58:48,30.807s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/span_Mutual Respect_star3""))",Firefox 69.0,,,2019-12-05 01:58:48,2019-12-05 01:59:19,30.615s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_View Profile/button_Next""))",Firefox 69.0,,,2019-12-05 01:59:19,2019-12-05 02:00:03,44.462s,FAILED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 02:00:03,2019-12-05 02:00:04,1.017s,PASSED
Video,Firefox 69.0,,,2019-12-05 02:00:07,2019-12-05 02:00:07,0.001s,PASSED
,,,,,,,
Test Cases/Search users,Firefox 69.0,,,2019-12-05 02:00:07,2019-12-05 02:00:49,41.460s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 02:00:07,2019-12-05 02:00:07,0.000s,PASSED
openBrowser(ProdAppUrl),Firefox 69.0,,,2019-12-05 02:00:08,2019-12-05 02:00:12,4.748s,PASSED
"navigateToUrl(""https://www.thework.life/"")",Firefox 69.0,,,2019-12-05 02:00:12,2019-12-05 02:00:18,5.644s,PASSED
"setText(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-05 02:00:18,2019-12-05 02:00:19,0.600s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-05 02:00:19,2019-12-05 02:00:19,0.400s,PASSED
"click(findTestObject(""Object Repository/Search user/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 02:00:19,2019-12-05 02:00:27,8.125s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), 2)",Firefox 69.0,,,2019-12-05 02:00:27,2019-12-05 02:00:27,0.434s,PASSED
"setText(findTestObject(""Object Repository/Rate/Page_Home/input_View all_searchText""), ""vijay test"")",Firefox 69.0,,,2019-12-05 02:00:27,2019-12-05 02:00:28,0.416s,PASSED
"click(findTestObject(""Search user/Search user button""))",Firefox 69.0,,,2019-12-05 02:00:28,2019-12-05 02:00:44,15.770s,PASSED
"click(findTestObject(""Object Repository/Rate/Page_Search/div_Vijay Test""))",Firefox 69.0,,,2019-12-05 02:00:44,2019-12-05 02:00:44,0.727s,PASSED
closeBrowser(),Firefox 69.0,,,2019-12-05 02:00:44,2019-12-05 02:00:46,2.028s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 02:00:46,2019-12-05 02:00:46,0.009s,PASSED
Video,Firefox 69.0,,,2019-12-05 02:00:49,2019-12-05 02:00:49,0.001s,PASSED
,,,,,,,
Test Cases/workLifeTest/ProfileCreationAddSkill,Firefox 69.0,,,2019-12-05 02:00:49,2019-12-05 02:01:46,57.145s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 02:00:49,2019-12-05 02:00:49,0.001s,PASSED
"skill = ""SkillInput"" + System.currentTimeMillis()",Firefox 69.0,,,2019-12-05 02:00:49,2019-12-05 02:00:49,0.003s,PASSED
openBrowser(ProdAppUrl),Firefox 69.0,,,2019-12-05 02:00:49,2019-12-05 02:00:55,5.238s,PASSED
"navigateToUrl(""https://www.thework.life/"")",Firefox 69.0,,,2019-12-05 02:00:55,2019-12-05 02:01:11,16.241s,PASSED
"setText(findTestObject(""Object Repository/SkillPageObject/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-05 02:01:11,2019-12-05 02:01:11,0.560s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SkillPageObject/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-05 02:01:11,2019-12-05 02:01:12,0.381s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 02:01:12,2019-12-05 02:01:19,7.610s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Home/a_profile""))",Firefox 69.0,,,2019-12-05 02:01:19,2019-12-05 02:01:20,0.680s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Home/a_Edit Profile""))",Firefox 69.0,,,2019-12-05 02:01:20,2019-12-05 02:01:24,4.212s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/a_Skills""))",Firefox 69.0,,,2019-12-05 02:01:24,2019-12-05 02:01:25,0.660s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/input_Add Skills_skills_name""))",Firefox 69.0,,,2019-12-05 02:01:25,2019-12-05 02:01:31,5.899s,PASSED
"clearText(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/input_Add Skills_skills_name""))",Firefox 69.0,,,2019-12-05 02:01:31,2019-12-05 02:01:31,0.305s,PASSED
delay(1),Firefox 69.0,,,2019-12-05 02:01:31,2019-12-05 02:01:32,1.004s,PASSED
"sendKeys(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/input_Add Skills_skills_name""), skill.toString())",Firefox 69.0,,,2019-12-05 02:01:32,2019-12-05 02:01:33,0.408s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 02:01:33,2019-12-05 02:01:36,3.006s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/div_Add Skills                                                                                    Add Skill""))",Firefox 69.0,,,2019-12-05 02:01:36,2019-12-05 02:01:40,4.636s,PASSED
"click(findTestObject(""Object Repository/SkillPageObject/Page_Edit Profile/button_Add Skill""))",Firefox 69.0,,,2019-12-05 02:01:40,2019-12-05 02:01:41,0.536s,PASSED
println(skill),Firefox 69.0,,,2019-12-05 02:01:41,2019-12-05 02:01:41,0.318s,PASSED
"verifyElementPresent(findTestObject(""SkillPageObject/Page_Edit Profile/li_test123450"", [""text"":skill]), 0)",Firefox 69.0,,,2019-12-05 02:01:41,2019-12-05 02:01:42,0.695s,PASSED
Start listener action : afterTestcase,Firefox 69.0,,,2019-12-05 02:01:42,2019-12-05 02:01:44,1.855s,PASSED
Video,Firefox 69.0,,,2019-12-05 02:01:46,2019-12-05 02:01:46,0.000s,PASSED
,,,,,,,
Test Cases/workLifeTest/ProfileCreationEducationDetails,Firefox 69.0,,,2019-12-05 02:01:46,2019-12-05 02:02:59,1m - 13.189s,PASSED
Start listener action : beforeTestcase,Firefox 69.0,,,2019-12-05 02:01:46,2019-12-05 02:01:46,0.001s,PASSED
"college = ""MyCollege"" + System.currentTimeMillis()",Firefox 69.0,,,2019-12-05 02:01:46,2019-12-05 02:01:46,0.003s,PASSED
openBrowser(ProdAppUrl),Firefox 69.0,,,2019-12-05 02:01:46,2019-12-05 02:01:51,4.726s,PASSED
"navigateToUrl(""https://www.thework.life/"")",Firefox 69.0,,,2019-12-05 02:01:51,2019-12-05 02:01:57,5.855s,PASSED
"setText(findTestObject(""EducationDetails/Page_theworklife - Find Great People To Work With/input_Forgot password_username""), ""worklifetest10001@gmail.com"")",Firefox 69.0,,,2019-12-05 02:01:57,2019-12-05 02:01:57,0.600s,PASSED
"setEncryptedText(findTestObject(""EducationDetails/Page_theworklife - Find Great People To Work With/input_Forgot password_password""), ""XU9cBalmEBp1UP+jEU2w4UUBUuNgBY4U"")",Firefox 69.0,,,2019-12-05 02:01:57,2019-12-05 02:01:58,0.398s,PASSED
"click(findTestObject(""EducationDetails/Page_theworklife - Find Great People To Work With/button_Sign in""))",Firefox 69.0,,,2019-12-05 02:01:58,2019-12-05 02:02:03,5.729s,PASSED
"click(findTestObject(""EducationDetails/Page_Home/a_profile""))",Firefox 69.0,,,2019-12-05 02:02:03,2019-12-05 02:02:08,4.792s,PASSED
"click(findTestObject(""EducationDetails/Page_Home/a_Edit Profile""))",Firefox 69.0,,,2019-12-05 02:02:08,2019-12-05 02:02:13,4.852s,PASSED
"click(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/a_Education""))",Firefox 69.0,,,2019-12-05 02:02:13,2019-12-05 02:02:14,0.714s,PASSED
delay(5),Firefox 69.0,,,2019-12-05 02:02:14,2019-12-05 02:02:19,5.006s,PASSED
"waitForElementVisible(findTestObject(""EducationDetails/Page_Edit Profile/button_ Add Education""), 3)",Firefox 69.0,,,2019-12-05 02:02:19,2019-12-05 02:02:19,0.344s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/button_ Add Education""))",Firefox 69.0,,,2019-12-05 02:02:19,2019-12-05 02:02:20,0.586s,PASSED
sleep(5000),Firefox 69.0,,,2019-12-05 02:02:20,2019-12-05 02:02:25,5.006s,PASSED
"waitForElementNotVisible(findTestObject(""Experience/Page_Edit Profile/loader""), 5)",Firefox 69.0,,,2019-12-05 02:02:25,2019-12-05 02:02:25,0.329s,PASSED
"waitForElementPresent(findTestObject(""EducationDetails/Page_Edit Profile/DegreForm""), 5)",Firefox 69.0,,,2019-12-05 02:02:25,2019-12-05 02:02:25,0.287s,PASSED
"setText(findTestObject(""EducationDetails/Page_Edit Profile/input_Select institute_institute""), college)",Firefox 69.0,,,2019-12-05 02:02:25,2019-12-05 02:02:26,0.437s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/DegreForm""))",Firefox 69.0,,,2019-12-05 02:02:26,2019-12-05 02:02:34,8.375s,PASSED
"setText(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/input_Degree_degree""), ""worklife"")",Firefox 69.0,,,2019-12-05 02:02:34,2019-12-05 02:02:34,0.352s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/DegreForm""))",Firefox 69.0,,,2019-12-05 02:02:34,2019-12-05 02:02:39,4.479s,PASSED
"setText(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/input_SpecialityField_specialty""), ""worklife"")",Firefox 69.0,,,2019-12-05 02:02:39,2019-12-05 02:02:39,0.350s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/DegreForm""))",Firefox 69.0,,,2019-12-05 02:02:39,2019-12-05 02:02:44,4.366s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/select_Please selectYear (1)""), ""2008"", true)",Firefox 69.0,,,2019-12-05 02:02:44,2019-12-05 02:02:46,2.120s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/select_Please selectYear""), ""2002"", true)",Firefox 69.0,,,2019-12-05 02:02:46,2019-12-05 02:02:48,1.779s,PASSED
"setText(findTestObject(""Object Repository/EducationDetails/Page_Edit Profile/textarea_(Optional)_description""), ""Test Description"")",Firefox 69.0,,,2019-12-05 02:02:48,2019-12-05 02:02:48,0.350s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/DegreForm""))",Firefox 69.0,,,2019-12-05 02:02:48,2019-12-05 02:02:49,0.587s,PASSED
"scrollToElement(findTestObject(""EducationDetails/Page_Edit Profile/button_Save""), 0)",Firefox 69.0,,,2019-12-05 02:02:49,2019-12-05 02:02:49,0.331s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 02:02:49,2019-12-05 02:02:52,3.007s,PASSED
"click(findTestObject(""EducationDetails/Page_Edit Profile/button_Save""))",Firefox 69.0,,,2019-12-05 02:02:52,2019-12-05 02:02:52,0.550s,PASSED
delay(3),Firefox 69.0,,,2019-12-05 02:02:52,2019-12-05 02:02:55,3.005s,PASSED
"verifyElementText(findTestObject(""EducationDetails/Page_Edit Profile/h2_MyCollege"", [""college"":college]), college)",Firefox 69.0,,,2019-12-05 02:02:55,2019-12-05 02:02:55,0.002s,NOT_RUN
